production_date,gas_sales,oil_sales,pf_fuel,vent_flare,water,field_remarks,source_file
2025-04-20,142,6,52,9,7,"Had issues with test separator water controller hanging open and dumping dirty to 
the skimmer. We adjusted regulator pressure for the controller and got it back set.
Rebuilt shuttle valve on bad oil pump.
ordered new test gauges and supplies for platform.
Uploaded FA 3 and 9010 pipeline range charts into Veris.
Cody went back to WC- 544 and fixed Nav-aid issues. The voltage regulator was out
and caused the batteries to drain down.
Test separator had a leak on the nipple coming out the vessel for the sight glass. We 
rebuilt sight glass bridle and we are currently working on getting back  together. We 
will pressure test and if all is good we will put a well back in the separator.
Made white fleet weekly visit.
HI- 547
C
No Visit",2025-04-21__Arena Partner DPR.pdf
2025-04-21,211,3,47,3,8,"? Tommy out and worked on the compressor. We Changed out the fuel filter, found 
a bent push rod, had some spark plugs that were bad, and also changed out a bad 
exhaust manifold gasket. When Danos gets done with the flare boom we will come 
back online and try the compressor out.
? Danos out and started working on PSV paperwork. They have started some testing 
here and will work on the arrestor on the flare boom.
? Brand scaffolding out to build scaffolding. They have got one built on the flare 
boom for Danos.
? Got a call from BSEE today that they were not coming out due to weather. They 
will be out Wednesday to finish inspection at HI- 547
C
HI- 547
C
? No visit",2025-04-22__Arena Partner DPR.pdf
2025-04-22,370,7,95,5,14,"B-wells S/I 1
hr due to a PSL on Ip Sep.
Danos continue working on testing PSV
’
s over here. He was working his way around 
the compressor but ended up stopping due to the helicopter coming pick them up 
to go to C platform.
Pressured up on the HP sep and dumped fluid out of it. Looks like the inlet block 
valve is leaking by a little on the HP.
Started well test on the B 2
Cleaned up getting ready for crew change.
Pulled glycol samples to bring in and send in.
Scaffold builder built scaffold around line heater stack and started the one by the 
treater.
Got with Gulf crane about getting throttle parts for crane at WC- 544
HI- 547
C
Danos went over and tested PSV
’
s on c platform. He got most of the PSV
’
s done but 
still has the chemical ones left to do and also VPSV.
Set PSL on the FA 2
. We will upload into Veris.
Disconnected down hole and put chain on master valve for the C 1 well.",2025-04-23__Arena Partner DPR.pdf
2025-04-23,417,11,125,6,14,"HI- 547
B
B-wells S/I 30
min. due to loss of ignition on comp.
Made crew change and went over relief notes.
Entered a test on B- 2 well.
Did our platform weeklies on life capsule, chemical inventory, and platform status, 
FWP OOS due to bad muffler.
Danos PSV techs and operator did an inspection on SA on the line heater, rebuilt 
PSV on final discharge on comp. going to cooler, tested PSV
’
s on main deck.
Had to remove the wind guard off the stack arrestor on line heater due to damage 
on mounting bracket, Danos getting quote. Will be inspecting Dehy unit and treater 
SA this evening so brand can de-erect scaffold and possibly head in today. 
Brand scaffold builders assisted Danos PSV techs erecting and de-erecting scaffold 
on line heater, Dehy unit and treater.
Checked over G/L rates and chemical rates.
Changed out barton recorder charts on gas sales, test sep. and G/L
’
s.
HI- 547
C
Made daily visit.",2025-04-24__Arena Partner DPR.pdf
2025-04-24,401,12,124,4,14,"HI- 547
B
Crane Ops. personal transfer M/V Hayden.
Brand de-erected scaffolds and assisted with Danos on treater.
Danos PSV Techs will continue installing new stack arrester draft diverter on treater 
tonight.
M/V Hayden will be back on location to drop 2 guys then will send vessel to GA 209 .
HI- 547
C
Danos and operations finished annual testing on PSV
’
s and also tested all PSV
’
s with 
BSEE. 
Crane Ops. personnel transfer and backload nitrogen rack to M/V Hayden.
HI- 536
C
Made monthly visit did platform status, lifesaving firefighting, crane pre-use and ran 
crane. Rosefield also made visit and checked over valves and worked them.
HI- 465
AC
Made monthly visit did a platform status, lifesaving firefighting, foghorn not 
working Mr. Billy will notify Pat to notify regulatory with White Fleet.",2025-04-25__Arena Partner DPR.pdf
2025-04-25,407,12,126,4,14,"HI- 547
B
Danos PSV techs and operator continued testing PSV
’
s on production deck.
Entered a test on B- 2 well.
Cleaned up in Conex box.
Changed A/C filters in quarters and galley/office.
Stenciled life vest and changed PML lights on spare jackets.
Changed out eyewash bottles by comp. cooler.
HI- 547
C
Danos PSV tech and operator replaced the chemical pump PSV.
HI- 474
A
Made visit with BSEE for our annual inspection, biggest concern was housekeeping, 
he took photos, entered new findings in task manager, request for paperwork and 
annual is still ongoing.",2025-04-26__Arena Partner DPR.pdf
2025-04-26,415,13,129,4,14,"HI- 547
B
Started a test on B- 1 well.
Changed out our glycol sock filters.
Danos PSV techs and operator continued testing PSV
’
s on production deck and sub-
cellar deck.
Sent all HI 474
A paperwork to the regulatory for BSEE annual inspection. 
HI- 547
C
No visit.",2025-04-27__Arena Partner DPR.pdf
2025-04-27,410,13,137,4,14,"HI- 547
B
Ran a test on the B- 4 well.
Danos PSV techs and operator continued testing PSV
’
s on chemical pumps and 
replaced bad PVSV on floatcell, put ospho rust converter on flanges and painted 
before installing new PVSV.
Crane ops. offload and backload M/V Hayden sent them back to GA 209 .
Did our weekly biocide treatment.
Checked in supplies from the boat run.
Genesis did our monthly gas sales inspection.
Picked up scrap metal around platform and put in 4
x 8 basket for next boat run.
Orientated 
HI- 547
C
Made visit and pulled shakeouts, looked over process equipment.
HI 368
A, HI 368
B, HI 472
A, HI 465
, HI 351
A, WC 498
Boarded HI 472
A and HI 368
A, did flyovers at WC 498 and HI 465
. William Keller 
boarded HI 351
A today and they are doing crane repair and construction on HI 368
A.",2025-04-28__Arena Partner DPR.pdf
2025-04-28,363,8,110,8,11,"HI- 547
B
S/I at 
10:30
am and BOL at 
4:30
pm due to ESD/Wireline work at HI 547
C.
Entered the test on B- 4 well.
Danos PSV techs and operator tried to install new VPSV on wet oil /dry oil tank and 
the outlet flange was 4 ¼ to short.Contacted Sean at Danos to send it back in and
credit account and Addison PSV tech sent out al correct measurements for the new 
one, just waiting on quote.
Crane ops. offload and backload M/V Emelie Rose and also personnel transfer.
Topped off the diesel day tank and got tote topped off on Emelie Rose, took on 
water.
Replaced the bad exhaust on FWP and the spool piece was 3 ¾ to short, sent off to
field foreman.
HI- 547
C
Did our monthly ESD and holding check on C- 2 well.
Crane Ops. personal transfer, offloaded Emelie Rose and staged up wireline 
equipment.
Wireline did some diagnostic runs on C- 2 well for E-line. Ran 1.91
”
GR to 13,788
’
md 
( 16
’ 
above Lower zone Sliding sleeve).  RD and back load wireline equipment and 
move to 547
B.",2025-04-29__Arena Partner DPR.pdf
2025-04-29,443,11,145,6,14,"HI- 547
B
Wireline 
– 
RU wireline on B- 4 well and perform diagnostics.
Danos PSV techs inspected flame arrestors and started on valve greasing.
Cleaned up in Conex and lockers behind office/galley.
Crane Ops. assisting wireline.
Remounted communication box back on handrail by inlet filter sep.
Cleaned out and washed comp. skid.
Topped off Comp. and gas gen. day tank.
HI- 547
C
We made visit and pulled shakeouts and looked over process equipment.
Brought high pressure grease gun back over to HI 547
B for valve maintenance.",2025-04-30__Arena Partner DPR.pdf
2025-04-30,623,23,165,7,14,"HI- 547
B
B-wells S/I 30
min. due to loss of ignition on compressor.
Wireline RU wireline on B- 2 well and perform diagnostics, B- 2 well S/I 18
hrs for 
build up through the night.
Danos PSV techs continued valve greasing and had to have operations assist in 
changing bad grease zerks. Tested PSV on lact sample pot and had to order one for 
dehy unit.
Changed out barton recorder charts on G/L, Sales, and test Sep.
Crane Ops. assisting wireline.
Donovan proved lact meter runs.
Did our platform weeklies on life capsule, platform status, chemical inventory and 
FWP still remain OOS.
HI- 547
C
No visit.",2025-05-01__Arena Partner DPR.pdf
2025-05-01,677,14,178,5,14,"HI- 547
B
B- 2 well S/I at
3:45
pm to start removing valves and will be down through the night, 
had 4
hrs flowtime.
B- 4 well S/I 2
hrs for wireline and is BOL.
Wireline- B- 2 well POOH with BHPT tools and download/email data.  Make spiral
scratcher run (minimal paraffin noted from surface to 100
’), 
Make 2.30
”
GR run to 
GP packer at 6540
’
md.  Move WL equipment to B- 4 well and test to 2000
psi, RIH 
with spiral scratcher (minimal paraffin noted), RIH to 3000
’ 
with 2.30
”
GR, tubing 
clear to 3000
’. 
Danos PSV techs continued valve greasing.
Crane Ops. assisting wireline.
Pulled glycol samples and oil samples.
HI- 547
C
Made visit, did monthly pilots and levels, swapped crane pre-use.
Installed crystal gauges back on test Sep. and vent scrubber pump to run a new 
range chart.
Danos valve techs have 6 valves left and they will be finished valve greasing on
HI 547
C.",2025-05-02__Arena Partner DPR.pdf
2025-05-02,644,13,179,9,14,"HI- 547
B
B- 1 and B- 4 S/I 1
hr due to Comp. going down 2 times on loss of ignition, B- 2 well
down 24
hrs due to wireline.
Wireline- B- 2 well- Received new GLV
’
s, BSEE inspection, PU lubricator and test to 
250/2000
psi.  Swap out btm 2 GLV
’
s, work boat, continue swapping GLV
’
s. 
BSEE came out and inspected FWP repair and also went over wireline equipment 
and everything went well. 
Did our monthly firefighting and lifesaving inspection.
Did our annual inspection on BSL
’
s for heated vessels.
Emelie Rose on location offload and backload, take on water then kick them off to 
GA 209 .
HI- 547
C
Made visit did the monthly firefighting and lifesaving inspection.
Entered new range chart on test sep. MBD- 2010
, entered in SEMS and Veris. Have 
crystal gauge on test sep to try and get a better PSH, also have crystal gauge on vent 
scrubber pump and working the pump on visits to get a new range set.
Danos finished up on valve greasing on 547
C.",2025-05-03__Arena Partner DPR.pdf
2025-05-03,561,7,166,4,14,"HI- 547
B
B- 2 well shut in 10
hrs due to wireline and packing off the casing, S/I 1
hr due to PSH 
on test Sep and a LSH on test Sep. after bringing well BOL.
Crane Ops. assisting wireline.
Wireline- B- 2 well pulled JB, tested tubing/csg, pull tbg stop. R/D and demob crew.
Handed well back over to production packing casing off and will bring well BOL this 
evening. 
Installed 3
” 
flange spacer on FWP exhaust, function tested, did inspection and then 
notified regulatory that the FWP is back in service.
Danos valve techs changed bolts on FA, inspected then did paperwork and finished 
up on HI 547
B.
HI- 547
C
No visit.",2025-05-04__Arena Partner DPR.pdf
2025-05-04,424,12,110,3,14,"HI- 547
B
Entered test on the B- 2 well and started another.
Cleaned up around platform.
Did our weekly biocide treatment.
Stripped paint and lubed up PSV on FWP and worked with the valve, we are unable 
to get it freed up so we could not test. Got the information off valve for a rebuild kit 
or a quote for a new one.
Sent in B- 2 & B- 4 paraffin samples for Clariant to pick up from heliport.
HI- 547
C
No visit.
HI 368
A, HI 368
B, HI 472
A, HI 465
, HI 351
A, WC 498
Boarded HI 472
A and boarded vessel with HIS Tech, went and tried to board at 
HI- 465 but couldn
’
t due to weather. Made all the flyovers.",2025-05-05__Arena Partner DPR.pdf
2025-05-05,539,19,167,9,23,"HI- 547
B
S/I 1
hr due to loss of ignition on comp. went down two times and B- 2 well S/I due
to LSH test Sep.
Entered a test on B- 2 well and started a new test.
Continued cleaning up around platform.
Crane Ops. offloaded M/V Emelie Rose.
HI- 547
C
No visit.
Started a test on the C- 2 well.
HI- 474
A
HI 474 Crane OOS due to hydraulic fluid leak, and aux ball in boom tip.
Notified field foreman and QI due to hydraulic fluid leak on crane and entered an 
event.
Cleaned up around platform and got stuff in piles so we can put it in baskets after 
crane is repaired.
HI 474
A empty junk baskets, with crane cable and pump is offloaded at HI 547
B.
HI- 472
A, HI 465
Mr. Billy and HIS not able to board HI 465 to repair foghorn due to weather.",2025-05-06__Arena Partner DPR.pdf
2025-05-06,597,19,169,7,23,"HI- 547
B
B-wells S/I 1
hr due to comp. down burnt X-line on discharge cyl. 
#4
Entered a test on B- 2 well and started another test.
Cleaned up around platform for crew change and got relief notes together.
Comp.
Checked in supplies and closed out Coupa orders.
The compressor went down on Cyl. 
#4 discharge temp, replaced a bad 310 X-line,
while unit was down, I also checked over plug wires and coils as Chris advised me to 
do for the loss of ignition, found 4 plug wires that unsnapped from coils and unit
went down again due to loss of ignition. RPMS jumping up and down, possible bad 
coils. Unit BOL at this moment.
Sent in monthly overboard water sample.
Was not able to dump chemicals or install new fridge due to high winds.
HI- 547
C
No visit.
Entered a test on the C- 2 well.
Set pilots for vent scrubber pump PBA- 4060 and entered new range chart in SEMS
and Veris.
HI- 474
A
HI 474 Crane mechanic and Mike went to look over crane, it will need 3 15
’ 
hoses 
from pump to controllers, ordered 100 gallons hydraulic fluid.
Pulled measurements on slop tank and checked levels.
Did monthly firefighting and lifesaving.",2025-05-07__Arena Partner DPR.pdf
2025-05-07,532,21,155,4,23,"? Made crew change.
? Weekly inspections.
? Going through notes and paperwork from last 2 weeks.
? Bumped C 2 back a ½ a choke size and monitoring rate
HI- 547
C
? No visit",2025-05-08__Arena Partner DPR.pdf
2025-05-08,514,18,156,10,22,"Swapped out full DOT drums and loaded them In the rack and got ready to sent 
back in.
Running new range chart on the IP sep. being we lowered pressures and fluid rate 
dropped from C we are having trouble with it wanting to tag a low. We gauge set 
pilot and installed crystal gauge.
Worked with mechanic changing valves out on the compressor. We had 1 suction
valve and 2 discharges that were bad on throw
#4
. We also pulled and inspected X-
line due to temp running at 300 degrees. Also we reset the pockets on the
compressor to try and cripple the unit a little bit but I don
’
t believe we went 
enough. We will monitor and see what happens.
Sent in Valves on Arena 51 to heliport to get valves repaired and returned. They will
be getting sent to Deligan valves in Houma
Turned in test on the B 2 .
We turned off line heater this morning to lower the suction temp on the 
compressor. Gas was coming in to the unit at 98 degrees.
Having issues getting B 2 to come around. We are having slugging problems. We are
currently working on getting the casing pressure lowered so hopefully it will settle 
out
HI- 547
C
Made visit due to test sep diverting. We found that the lock on the PSL for the test 
separator pilot was lose and it had moved causing it to go down. We reset pilot to 
correct set point and put back in service",2025-05-09__Arena Partner DPR.pdf
2025-05-09,559,21,143,4,23,"Cleaned up scrap around platform and placed in junk iron basket. Unable to run 
crane due to wind and weather
Finished up testing levels on platform.
Started testing pilots. Got production deck finish up. 
Summited new range chart for the test separator. Go it uploaded into Veris and 
SEMS.
Working with compliance tech on paperwork.
HI- 547
C
No visit.",2025-05-10__Arena Partner DPR.pdf
2025-05-10,560,21,143,4,23,"? Loaded baskets and supplies on Emily rose to take over to HI- 474 for crane job
and took on water.
? Changed out glycol sock filters
? Preformed crane ops and cleaned up deck.
? Batched treated system with biocide.
? Tested rest of the pilots up stairs. Only thing left is the compressor and we will 
knock that out first thing in the morning.
? Had issues with timer in the charge pump panel for charge pump 7000
. We got it 
all back working correctly and tested.
HI- 547
C
? Made visit worked on valve position indicator for the C 2 well. Got that back
working correctly.",2025-05-11__Arena Partner DPR.pdf
2025-05-11,537,17,149,4,23,"? Preformed Monthly EEP drill on hurricane evacuation.
? Worked with Compliance tech on paperwork
? Finished up testing compressor. Had issues with the LSH on the fuel gas not 
wanting to work. The micro switch was stuck and wouldn
’
t move to trip the level. 
We were able to work it a few times and it tested good.
? Changed out photo cell on the Nav-Aid on north side of platform by the well 
panel. The light would steady blink and wouldn
’
t turn off. We Changed out parts 
and made sure all lights were in sink. 
? Cleaning up around platform.
? Topped off compressor day tanks with oil and coolant.
HI- 547
C
? No visit",2025-05-12__Arena Partner DPR.pdf
2025-05-12,319,15,100,10,16,"Pulled ESD, TSE and preformed holding checks.
Cleaning up around platform.
Working on imputing monthly test paperwork into Veris.
Working on emulsion breaker pump. had to rebuild do to it not wanting to hold a 
rate.
Getting paperwork ready for acid job.
HI- 547
C
Made visit and jeff worked on the wind turbin and working on getting voltage up on 
scada batteries.",2025-05-13__Arena Partner DPR.pdf
2025-05-13,0,0,0,0,0,"Backloaded wireline equipment. And Offloaded Acid Pump Spread.
Set up Acid pump spread. 
Worked with compliance tech on paperwork
Run compression check on compressor and found that the Left Bank 
#1 cylinder
was low. Found that the cylinder had a bad valve. Tommy is working on changing 
the head to get the unit running. 
Work with Jeff to get all paperwork together for Acid Job.",2025-05-14__Arena Partner DPR.pdf
2025-05-14,462,16,133,10,22,"? Did acid job on B- 4
. And started flow back on the well.
? Started the Compressor and brought B&C platform online.
? Worked with compliance tech on paperwork
? Acid crew packed up everything after job was done and went in.
HI- 547
C
? Sent Brad to swap batteries from cameras and cat heaters into Scada box to help 
voltage out. Got Scada back on.",2025-05-15__Arena Partner DPR.pdf
2025-05-15,440,10,101,12,18,"? Working on compressor and trying to get it to run. We have eliminated the G lead 
and fuel valves as an issue. We believe that there is something in the panel that 
keeps tripping us out due to it still going down on loss of ignition while its running 
and holding the load.
? Completed weekly inspections 
? Flow back on the B 4 well
? Getting monthly testing paperwork uploaded into Veris.
HI- 547
C
? No visit.",2025-05-16__Arena Partner DPR.pdf
2025-05-16,565,18,130,4,23,"? Changed out filters on dehy unit 
? Continued flowback on the B 4 well
? Turned in Coast guard inspection for HI- 536 .
? Uploaded crane paperwork from HI- 474 into Sems
? Swapped over generators 
? Changed out some leaking TSE
’
s on line heater
HI- 547
C
? Jed made visit with Cody and Changed out some Voltage regulators on Scada 
System. Tomorrow when we get the boat we will change out Batteries",2025-05-17__Arena Partner DPR.pdf
2025-05-17,577,19,133,4,23,"? Batch treated system with biocide and floated over sump
? Transferred chemical into day tank
? Transferred oil in to day tank and topped of compressor day tank
? Tightened packing up on pipeline pump
? Cleaned up around production deck around IP separator 
? Turned in well test on the B 4
? Waiting on boat to arrive to offload and backload
HI- 547
C
? When boat shows up we will make visit and offload batteries",2025-05-18__Arena Partner DPR.pdf
2025-05-18,577,20,132,4,23,"? Checking in supplies into Coupa
? Topped off engine oil day tank.
? Topped of paraffin inhibitor tank
? Worked on LSL controller for the condensate separator on the dehy unit. 
? Made white fleet weekly visits
HI- 547
C
? Jed and Cody made visit and changed out batteries on Scada system.",2025-05-19__Arena Partner DPR.pdf
2025-05-19,572,19,134,4,23,"? Turned in well test on the B 4
? Continued on B 4 flow back
? Worked with jed on trying to install a light switch on the light by the crane. we 
don
’
t have everything we need so we will get it ordered.
? Washed down compressor skid and gas generator skid.
? Got an email from Rosefield to drop the psh on the oil pipeline to 750
. Our set 
point was already good so we shouldn
’
t haft to worry about anything.
? Turned in new range chart on the IP Sep. uploaded into Verris and tested.",2025-05-20__Arena Partner DPR.pdf
2025-05-20,548,18,138,4,23,"HI- 547
B
Continue working on B 4 flow back
Turned in test on B 4 .
Cleaned up around platform getting ready for crew change
Had a S/I for Jacket water temp on compressor. We fired it rite back up and checked 
temps and it was all normal. Not sure what happened with that.
Put in quote for test gauge calibration into coupa.
Got B 4 sample ready to be sent in tomorrow
HI- 547
C
Made visit to check out batteries and solar panels and wind generator.",2025-05-21__Arena Partner DPR.pdf
2025-05-21,561,21,134,4,23,"HI- 547
B
Made crew change and went over relief notes.
Entered a test on B- 4 well, then put B- 2 well in test.
Did our platform weeklies on life capsule, chemical inventory, platform status, and 
FWP.
Orientation on new operator and gave him walk through around platform.
Replaced bad versa on 0100 water dump controller.
Checked over G/L rates and chemical rates.
Genesis came out and did our monthly gas sales inspection.
Changed out barton recorder charts on gas sales, test sep. and G/L
’
s.
HI- 547
C
Made daily visit.
Started a test on C- 2 well.
HI- 536
C
Entered monthly firefighting life saving in SEMS and also uploaded the annual coast 
guard inspection to Veris.",2025-05-22__Arena Partner DPR.pdf
2025-05-22,553,22,137,4,23,"HI- 547
B
Entered the test on the B- 2 well and started a new test.
Adjusted the G/L on B- 1 well.
We went through our hurricane locker and will be ordering some new straps and 
ropes.
Dawson and Izayah went through safety systems around platform.
Got manifest ready to offload GulfLand Equip. from Emelie Rose tomorrow 
morning.
Got JSA
’
s and monthly paperwork ready for WC 544 .
HI- 547
C
No daily visit.
Entered a test on C- 2 well and started another test.",2025-05-23__Arena Partner DPR.pdf
2025-05-23,539,23,133,4,17,"HI- 547
B
Entered test on the B- 2 well and put B- 1 well to test.
Crane Ops. offloaded Gulfland equipment from the Emelie Rose and also did a 
personnel transfer. Staged up Gulfland equipment on the main deck.
Gulfland removed shower and toilet from the 8
-man bunk side.
Dawson and Izayah continued going through safety devices, went over the treater, 
gas sales dew point.
Made a couple Coupa orders.
HI- 547
C
Made daily visit.
Entered a test on C- 2 well.
HI- 472
A
Mr. Billy made a visit with BSEE to do a walkaround at HI- 472
A everything went 
well. They did question oil sales meter wondering if it was active or inactive, Mr. 
Billy got with compliance on this.",2025-05-24__Arena Partner DPR.pdf
2025-05-24,580,26,134,4,17,"HI- 547
B
Started the B- 1 well test.
Gulfland removed flooring under the shower on the 8
-man bunk side and re-
installed new flooring and a new shower, had to make some modifications for the 
new shower to fit. Removed a 6
’ 
section of flooring in bathroom and installed new 
flooring.
Dawson and Izayah went through stop work and observations, showed him how to 
fill them out and submit them. Went through all valves on the B- 2 well tree and also
casing, went through injection points and explained why we inject the chemicals. 
Stopped at header and will continue tomorrow. 
Did our weekly run on diesel generator.
Crane Ops. dumped the 550 tote from HI 474
A and circulated then pumped it 
through pipeline.
Applied ospho to handrails around line heater.
HI- 547
C
No visit.",2025-05-25__Arena Partner DPR.pdf
2025-05-25,551,22,142,4,17,"HI- 547
B
Entered the B- 1 well test.
Did our weekly biocide treatment.
Gulfland removed flooring in 8
-man toilet area and replaced with new flooring then 
re-installed toilet, removed and replaced 6
’ 
section of flooring on 4
-man side of 
bathroom. Finished installing new shower on 8
-man side.
Made adjustments to B- 1 G/L to optimize on well.
Dawson and Izayah went over header system, FSV traced back to wells, looked over 
well panel and selector whitey valve. Izayah grabbed 9
am numbers and also did our 
IR this morning.
HI- 547
C
No visit.",2025-05-26__Arena Partner DPR.pdf
2025-05-26,532,22,138,10,17,"HI- 547
B
B-wells S/I 1
hr due to comp. went down loss of RPM a few times, touched base with 
Chris after 1
st time let him know the issue, I checked the firing and coils, found 4
 
plug wires came unclipped from coils and none of that was the issue went down 
again checked the mag. pickup. and it looked good but unit went down again so we 
replaced the mag pickup and unit is BOL.
Changed out glycol sock filters.
Gulf Land removed old shower and toilet on 4
-man bunk side, replaced flooring, 
made modifications for shower to fit and installed new shower. 
Dawson and Izayah went through the separator
’
s and also showed Izayah how to fill 
out a JSA and the task steps, hazards and hazard controls. Had Izayah fill out a JSA 
for a project on platform. Went through oil dump on floatcell, diaphragm pump, 
fisher controller with displacer on bridal for the kick on and kick off, explained the 
fisher 2100 LSH and LSL, then went to master panel and talked over a first out on a
process upset.
Pulled the washing machine out galley to clean up water behind washer, ordered 
new washing machine yesterday.
HI- 547
C
No visit.",2025-05-27__Arena Partner DPR.pdf
2025-05-27,550,23,139,6,16,"HI- 547
B
B-wells S/I 30 min. due to comp. went down on low comp. oil pressure.
Started well test on B- 4 well.
Installed new kimray drip pots on gas lift barton recorders.
Crane Ops. moving trash bags and equipment around deck.
Gulf Land installed new toilet in 4
-man bathroom and finished up in bathroom on 
hard flooring, they will come back through for snap flooring after 4
-man flooring is 
finished. Started removing bunks and flooring in 4
-man bunk area.
Pulled the oven out and cleaned off the backsplash, oven hood and swept and 
mopped. Cleaned electrical sockets.
Dawson and Izayah continued going through separator
’
s then traced back to wells. 
Went over the AOL SWP
’
s with him.
Gulf Crane started quarterly inspection on crane.
HI- 547
C
Made visit and did our monthly ESD and holding checks.
WC- 544
Made monthly visit, did our monthly firefighting and lifesaving, casing report, 
pipeline inspection, platform status and got serial numbers and vendor off rental 
equipment on deck. Ran crane and the throttle is not working and the engine kill 
switch not working on crane, need to have mechanic repair and get parts.",2025-05-28__Arena Partner DPR.pdf
2025-05-28,535,23,143,10,17,"HI- 547
B
B-wells S/I 1
hr due to comp S/I on loss of RPM
’
s, had trouble getting it back up and 
carrying a load during a rainstorm.
Entered a well test on B- 4 well and started new test.
Did our platform weeklies on life capsule, chemical inventory, platform status, and 
FWP.
Gulf Crane finished quarterly inspection on 547
B crane and headed in.
Gulf Land finished removing bad flooring and installed the new flooring and finished 
laying snap flooring in 4
-man quarters.
HI- 547
C
No visit.",2025-05-29__Arena Partner DPR.pdf
2025-05-29,556,15,121,4,17,"HI- 547
B
Entered test on B- 4 well and put B- 1 well to test.
Gulf Land finished 4
-man quarters and continued laying snap flooring through 
bathroom.
Changed out barton recorder charts.
Painted handrails around MBD- 0100 .
HI- 547
C
No visit.",2025-05-30__Arena Partner DPR.pdf
2025-05-30,561,28,123,4,17,"HI- 547
B
Started a new test on B- 1 well.
Donovan proved lact meters, swapped turbines and calibrated gas meters.
Crane Ops. offloaded and backloaded Emelie Rose, took on water then did a 
personal transfer for Mr. Billy and HIS to head to HI 465
A for foghorn repair and 
monthly visit.
Tried removing broke studs out of the FA on the floatcell, we are not able to get 
them out due to the SS studs have been cut of even with flange, sent photos to 
field foreman to see about a replacement. 
HI- 547
C
No visit.
HI- 465
A
Mr.Billy and HIS got the foghorn working, it was some corroded bad wiring, also did 
monthly inspection. He will update loop inspection form and send out when he gets 
back.",2025-05-31__Arena Partner DPR.pdf
2025-05-31,550,23,131,4,17,"HI- 547
B
HIS looked over AFFF unit while he was onboard and he was not able to locate the 
slow leak.
Checked in all supplies from boat run.
Gulf Land continued removing old flooring in 8
-man bunk side and installed new 
flooring then started installing snap lock on one side.
Dawson and Izayah went through comp. and went through the crane components 
today. 
Finished painting MBD- 0100 handrails.
Uploaded and filled all monthly testing gauge certs.
Installed new label tags in crane for swing and engine kill.
Started closing out monthly paperwork and uploading to SEMS.
HI- 547
C
Made a visit, checked over process equipment, and pulled shakeouts.
Received our 8
” 
thief hatch for the sump, and the FA for the sump, and 
replacement PSV
’
s for the Corrtreat chemical pumps. This will complete all our 
deficiencies on annual PSV report, spoke with field foreman to line up flight.
Uploaded and filled all monthly testing gauge certs.
Looked over batteries and charging system for the scada and nothing loose, we did 
receive a new wind turbine to be installed with battery cables. Scada screen back 
up and working at HI 547
B.",2025-06-01__Arena Partner DPR.pdf
2025-06-01,556,21,119,4,17,"HI- 547
B
Started a test on B- 2 well.
Did our monthly testing on levels.
Completed our monthly firefighting and lifesaving.
Did our weekly biocide treatment.
Gulf Land completed flooring in one side of 8
-man bunk house and got the bunks 
back installed and removed bunks from the other side.
HI- 547
C
Made a visit and checked over process equipment and pulled shakeouts.
Did our monthly testing on pilots and levels, firefighting and lifesaving.
Finished our deficiency list on annual PSV report and uploaded to SEMS.
Changed out 8
” 
thief hatch on sump, sump FA and also both Corrtreat PSV
’
s.
Swapped crane pre-use.",2025-06-02__Arena Partner DPR.pdf
2025-06-02,544,22,119,4,17,"HI- 547
B
Entered a test on B- 2 well.
Did our monthly testing on pilots.
Gulf Land completed removing bad flooring in 8
-man quarters and replaced with 
new, installed snap lock flooring and moldings, baseboards and installed 7 bunks .
Pulled glycol samples and oil samples.
Did a walk through with SSE over process components to see what all he has picked 
up this hitch.
Closed out all monthly paperwork.
HI- 547
C
No visit.",2025-06-03__Arena Partner DPR.pdf
2025-06-03,399,18,100,6,13,"B-well down 5
hrs due to HI 547
C being down we did our monthly ESD and quarterly 
TSE with LP vent scrubber pump and pulled treater TSE to check firewater curtain 
over quarters, everything went well.
Gulf Land installed last bottom bunk then cleaned up and packed all equipment up.
Changed out potable water filters.
Genesis came out and did a annual corrosion survey.
Cleanup around platform for crew change.
Crane ops. cleaning up around quarters and on main deck.
Cleaned out 4
” 
sewage drain line from the quarters.
HI- 547
C
C- 2 S/I 5.5 hrs due to ESD, holding checks, down hole issues after testing SCSSV.
Made a visit and checked over process equipment and pulled shakeouts.
BSEE finished annual inspection at HI 547
C and with a ESD and holding checks.
Had issues getting downhole open had to pressure up on topside with Haskel 
pump.",2025-06-04__Arena Partner DPR.pdf
2025-06-04,544,20,131,4,17,"Made crew change
Preformed weekly inspections. Fire water pump, Capsule inspection, Platform 
Status, and chemical inventory.
Adjusted make up and relief valve on treater to get the pressure down some.
Topped off compressor day tanks.
Going over notes from the past 2 weeks.
HI- 547
C
No visit",2025-06-05__Arena Partner DPR.pdf
2025-06-05,495,21,131,4,17,"? Changed sock filters on dehy. 
? Topped of crane with diesel.
? Filled the diesel day tank.
? Construction arrived on location.
? Construction conducted scope out on MI & RM task items. Generating material 
list and drawings.
? Checked out the diesel gen. and made sure it was ready to run. Topped of its 
diesel.
? Got with Pat to get us access into the smart portal to keep up with the white fleet 
stuff.
? Turned in well test on the B 4 and
? Had safety meeting on Arenas new hurricane preparedness and evacuation plan.
HI- 547
C
? NO visit.",2025-06-06__Arena Partner DPR.pdf
